ID,Numar post de transformare,Nume,Descrierea BDI,Proprietar,Detaliere Proprietar,Locatia 1,Sucursala,Locatia CE,Numar,PA/PT,Descriere loc functional Retele JT,Descriere obiect tehnic LES JT,Descriere obiect tehnic LEA JT,Tipul constructiv al PT*,Descriere loc functional,Grup planificatori pentru serviciu clienti si intr unit log,Post de lucru,Post de lucru principal pentru sarcini intret,Sectie unitate logistica,Unitate logistica de planificare a întretinerii,Unitate logistica de întretinere,Unitati logistice asociate cu post lucru principal
3778,263,ST POMPARE NICULESTI,PTA 0263 ST POMPARE NICULESTI,DEER,,LEA 20 KV SARULESTI,Buzau,LEA 20 KV VINTILA VODA CE MT JT BUZAU NORD,10,PT,RET JT PTA 0263 ST POMPARE NICULESTI,LES JT PTA 0263 ST  POMPE NICULESTI,LEA JT PTA 0263 ST  POMPE NICULESTI,PTA - Aerian,PTA 0263 ST POMPARE NICULESTI,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE NORD,FORMATIA EXPLOATARE RETELE NORD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
18555,265,SPATARU LUNCA_2,PTA 0265 SPATARU LUNCA_2,DEER,PT 265 SPATARU LUNCA_2,LEA 20 KV FRASINU,Buzau,LEA 20 KV FRASINU CE MT JT BUZAU+BUZAU SUD,15,PT,RET JT PTA 0265 SPATARU LUNCA_2,,,PTA - Aerian,PTA 0265 SPATARU LUNCA_2,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
15817,266,RAMNICELU_3,PTA 0266 RAMNICELU_3,DEER,,LEA 20 KV BALTA ALBA,Buzau,LEA 20 KV BALTA ALBA CE MT JT RM.SARAT,8,PT,RET JT PTA 0266 RAMNICELU_3,,LEA JT PTA 0266 RAMNICELU,PTA - Aerian,PTA 0266 RAMNICELU_3,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE  RM.SARAT RURAL,FORMATIA EXPLOATARE  RM.SARAT RURAL,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
3795,266,STATIE EPURARE BECENI,PTA 0266 STATIE EPURARE BECENI,DEER,,LEA 20 KV BUZAU NORD,Buzau,LEA 20 KV BUZAU NORD CE MT JT BUZAU NORD,1,PT,RET JT PTA 0266 STATIE EPURARE BECENI,LES JT PTA 0266 STATIE EPURARE BECEN,LEA JT PTA 0266 STATIE EPURARE BECEN,PTA - Aerian,PTA 0266 STATIE EPURARE BECENI,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE NORD,FORMATIA EXPLOATARE RETELE NORD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
15816,267,OREAVU_4,PTA 0267 OREAVU_4,DEER,,LEA 20 KV APA OREAVU,Buzau,LEA 20 KV APA OREAVU CE MT JT RM.SARAT,24,PT,RET JT PTA 0267 OREAVU_4,LES JT PTA 0267 OREAVU,LEA JT PTA 0267 OREAVU,PTA - Aerian,PTA 0267 OREAVU_4,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE  RM.SARAT RURAL,FORMATIA EXPLOATARE  RM.SARAT RURAL,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
3798,267,MARACINENI,PTA 0267 MARACINENI,DEER,,LEA 20 KV IRIGATII,Buzau,LEA 20 KV IRIGATII CE MT JT BUZAU NORD,4,PT,RET JT PTA 0267 MARACINENI,LES JT PTA 0267 MARACINENI,LEA JT PTA 0267 MARACINENI,PTA - Aerian,PTA 0267 MARACINENI,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE NORD,FORMATIA EXPLOATARE RETELE NORD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
16408,268,GENERAL AUTOCOM,PTA 0268 GENERAL AUTOCOM,DEER,,LEA 20 KV RACOVITENI,Buzau,LEA 20 KV RACOVITENI CE MT JT RM.SARAT,2,PT,RET JT PTA 0268 GENERAL AUTOCOM,,,PTA - Aerian,PTA 0268 GENERAL AUTOCOM,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE  RM.SARAT RURAL,FORMATIA EXPLOATARE  RM.SARAT RURAL,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
18388,269,Romagribuz,PTA 0269 ROMAGRIBUZ,DEER,,LEA 20 KV BALTA ALBA,Buzau,LEA 20 KV BALTA ALBA CE MT JT RM.SARAT,5,PT,RET JT PTA 0269 ROMAGRIBUZ,,,PTA - Aerian,PTA 0269 ROMAGRIBUZ,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE  RM.SARAT RURAL,FORMATIA EXPLOATARE  RM.SARAT RURAL,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
3827,270,CAP CANDESTI,PTA 0270 CAP CANDESTI,DEER,,LEA 20 KV CINDESTI,Buzau,LEA 20 KV CINDESTI CE MT JT BUZAU NORD,10,PT,RET JT PTA 0270 CAP CANDESTI,LES JT PTA 0270 CAP CANDESTI,LEA JT PTA 0270 CAP CANDESTI,PTA - Aerian,PTA 0270 CAP CANDESTI,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE BERCA,FORMATIA EXPLOATARE RETELE BERCA,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
7817,272,GLODEANU SARAT,PTA 0272 GLODEANU SARAT,DEER,,LEA 20 KV GLODEANU SARAT,Buzau,LEA 20 KV GLODEANU SARAT CE MT JT BUZAU+BUZAU SUD,53,PT,RET JT PTA 0272 GLODEANU SARAT,,LEA JT PTA 0272 GLODEANU SARAT,PTA - Aerian,PTA 0272 GLODEANU SARAT,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
16271,274,PC 274 S.I. PARC VOLTAIC,PA PC 274 S.I. PARC VOLTAIC,DEER,,LEA 20 KV RACOVITENI,Buzau,LEA 20 KV RACOVITENI CE MT JT RM.SARAT,51,PA,RET JT PA PC 274 S.I. PARC VOLTAIC,,LEA JT PTA 0247 ZAPLAZI,,PA PC 274 S.I. PARC VOLTAIC,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE  RM.SARAT RURAL,FORMATIA EXPLOATARE  RM.SARAT RURAL,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
19014,276,VALEA PUTULUI 2,PTA 0276 VALEA PUTULUI 2,DEER,,LEA 20 KV MONTEORU,Buzau,LEA 20 KV MONTEORU CE MT JT BUZAU+BUZAU SUD,276,PT,RET JT PTA 0276 VALEA PUTULUI 2,,,PTA - Aerian,PTA 0276 VALEA PUTULUI 2,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE BERCA,FORMATIA EXPLOATARE RETELE BERCA,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
3858,277,AEROPORT BOBOC,PTZ 0277 AEROPORT BOBOC,DEER,,LEA 20 KV IRIGATII,Buzau,LEA 20 KV IRIGATII CE MT JT BUZAU NORD,27,PT,RET JT PTZ 0277 AEROPORT BOBOC,LES JT PTZ 0277 AEROPORT BOBOC,,PTZ - Zidit,PTZ 0277 AEROPORT BOBOC,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE NORD,FORMATIA EXPLOATARE RETELE NORD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
7820,280,GRECEANCA,PTA 0280 GRECEANCA,DEER,,LEA 20 KV PIETROASELE,Buzau,LEA 20 KV PIETROASELE CE MT JT BUZAU+BUZAU SUD,45,PT,RET JT PTA 0280 GRECEANCA,,LEA JT PTA 0280 GRECEANCA,PTA - Aerian,PTA 0280 GRECEANCA,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
7821,283,GURA NISCOV,PTA 0283 GURA NISCOV,DEER,,LEA 20 KV ZORESTI,Buzau,LEA 20 KV ZORESTI CE MT JT BUZAU+BUZAU SUD,31,PT,RET JT PTA 0283 GURA NISCOV,,LEA JT PTA 0283 GURA NISCOV,PTA - Aerian,PTA 0283 GURA NISCOV,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
7823,288,SARANGA 2,PTA 0288 SARANGA 2,DEER,,LEA 20 KV PIETROASELE,Buzau,LEA 20 KV PIETROASELE CE MT JT BUZAU+BUZAU SUD,28,PT,RET JT PTA 0288 SARANGA 2,,LEA JT PTA 0288 SARANGA 2,PTA - Aerian,PTA 0288 SARANGA 2,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
7826,291,POIANA PINULUI,PTA 0291 POIANA PINULUI,DEER,,LEA 20 KV ZORESTI,Buzau,LEA 20 KV ZORESTI CE MT JT BUZAU+BUZAU SUD,48,PT,RET JT PTA 0291 POIANA PINULUI,LES JT PTA 0291 POIANA PINULUI,LEA JT PTA 0291 POIANA PINULUI,PTA - Aerian,PTA 0291 POIANA PINULUI,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
7827,292,PTTR MEREI,PTA 0292 PTTR MEREI,DEER,,LEA 20 KV MONTEORU,Buzau,LEA 20 KV MONTEORU CE MT JT BUZAU+BUZAU SUD,9,PT,RET JT PTA 0292 PTTR MEREI,,LEA JT PTA 0292 PTTR MEREI,PTA - Aerian,PTA 0292 PTTR MEREI,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
17094,293,BALTARETI,PTA 0293 BALTARETI,DEER,,LEA 20 KV ISTRITA,Buzau,LEA 20 KV ISTRITA CE MT JT BUZAU+BUZAU SUD,99,PT,RET JT PTA 0293 BALTARETI,,LEA JT PTA 0030 BALTARETI,PTA - Aerian,PTA 0293 BALTARETI,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
3971,294,VINTILA VODA_1,PTA 0294 VINTILA VODA_1,DEER,,LEA 20 KV VINTILA VODA,Buzau,LEA 20 KV VINTILA VODA CE MT JT BUZAU NORD,3,PT,RET JT PTA 0294 VINTILA VODA_1,LES JT PTA 0294 VINTILA VODA,LEA JT PTA 0294 VINTILA VODA,PTA - Aerian,PTA 0294 VINTILA VODA_1,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE BERCA,FORMATIA EXPLOATARE RETELE BERCA,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
17095,294,BALTARETI,PTA 0294 BALTARETI,DEER,,LEA 20 KV ISTRITA,Buzau,LEA 20 KV ISTRITA CE MT JT BUZAU+BUZAU SUD,199,PT,RET JT PTA 0294 BALTARETI,,LEA JT PTA 0030 BALTARETI,PTA - Aerian,PTA 0294 BALTARETI,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
7828,295,PIETROASELE,PTA 0295 PIETROASELE,DEER,,LEA 20 KV PIETROASELE,Buzau,LEA 20 KV PIETROASELE CE MT JT BUZAU+BUZAU SUD,33,PT,RET JT PTA 0295 PIETROASELE,,LEA JT PTA 0295 PIETROASELE,PTA - Aerian,PTA 0295 PIETROASELE,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
19521,296,MOARA OREAVU,PTAB 0296 MOARA OREAVU,DEER,PTAB 0296 MOARA OREAVU,LEA 20 KV APA OREAVU,Buzau,LEA 20 KV APA OREAVU CE MT JT RM.SARAT,96,PT,RET JT PTAB 0296 MOARA OREAVU,,,PTAB - Anvelopa de Beton,PTAB 0296 MOARA OREAVU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE  RM.SARAT RURAL,FORMATIA EXPLOATARE  RM.SARAT RURAL,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
7829,296,LUKOIL BUZAU,PTA 0296 LUKOIL BUZAU,DEER,,LEA 20 KV BECENI,Buzau,LEA 20 KV BECENI CE MT JT BUZAU NORD,1,PT,RET JT PTA 0296 LUKOIL BUZAU,LES JT PTA 0296 LUKOIL BUZAU,,PTA - Aerian,PTA 0296 LUKOIL BUZAU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE NORD,FORMATIA EXPLOATARE RETELE NORD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
19657,297,BAILE,PTA 0297 BAILE,DEER,PTA 0297 BAILE,LEA 20 KV BALTA ALBA,Buzau,LEA 20 KV BALTA ALBA CE MT JT RM.SARAT,9,PT,RET JT PTA 0297 BAILE,,,PTA - Aerian,PTA 0297 BAILE,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
17096,297,SARATA ULMENI,PTA 0297 SARATA ULMENI,DEER,,LEA 20 KV ISTRITA,Buzau,LEA 20 KV ISTRITA CE MT JT BUZAU+BUZAU SUD,99,PT,RET JT PTA 0297 SARATA ULMENI,,LEA JT PTA 0028 SARATA ULMENI,PTA - Aerian,PTA 0297 SARATA ULMENI,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
19660,298,STATIE INCARCARE AUTO,PTA 0298 STATIE INCARCARE AUTO,DEER,PTA 0298 STATIE INCARCARE AUTO,LEA 20 KV FLORESTI BZ,Buzau,LEA 20 KV FLORESTI BZ CE MT JT BUZAU NORD,9,PT,RET JT PTA 0298 STATIE INCARCARE AUTO,,,PTA - Aerian,PTA 0298 STATIE INCARCARE AUTO,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
7830,298,NAIENI,PTA 0298 NAIENI,DEER,,LEA 20 KV NAENI,Buzau,LEA 20 KV NAENI CE MT JT BUZAU+BUZAU SUD,9,PT,RET JT PTA 0298 NAIENI,,LEA JT PTA 0298 AJVPS VANATORI COCA,PTA - Aerian,PTA 0298 NAIENI,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE NORD,FORMATIA EXPLOATARE RETELE NORD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
7831,299,POTOCENI_1,PTA 0299 POTOCENI_1,DEER,,LEA 20 KV BECENI,Buzau,LEA 20 KV BECENI CE MT JT BUZAU NORD,20,PT,RET JT PTA 0299 POTOCENI_1,,LEA JT PTA 0299 POTOCENI,PTA - Aerian,PTA 0299 POTOCENI_1,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE NORD,FORMATIA EXPLOATARE RETELE NORD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
3874,299,CUCULEASA,PTA 0299 CUCULEASA,Terti,PTA 0299 CUCULEASA,LEA 20 KV APA OREAVU,Buzau,LEA 20 KV APA OREAVU CE MT JT RM.SARAT,9,PT,RET JT PTA 0299 CUCULEASA,LES JT PTZ 9279 SRPT MATESTI,,PTA - Aerian,PTA 0299 CUCULEASA,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE NORD,FORMATIA EXPLOATARE RETELE NORD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
7837,300,MATESTI_3,PTA 0300 MATESTI_3,DEER,,LEA 20 KV IRIGATII 2 BZ,Buzau,LEA 20 KV IRIGATII 2 BZ CE MT JT BUZAU NORD,5,PT,RET JT PTA 0300 MATESTI_3,,LEA JT PTA 0300 MATESTI,PTA - Aerian,PTA 0300 MATESTI_3,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE NORD,FORMATIA EXPLOATARE RETELE NORD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
7838,301,POSTA CALNAU,PTA 0301 POSTA CALNAU,DEER,PTA 0301 POSTA CALNAU,LEA 20 KV IRIGATII,Buzau,LEA 20 KV IRIGATII CE MT JT BUZAU NORD,20,PT,RET JT PTA 0301 POSTA CALNAU,,LEA JT PTA 0301 NEPTUN POSTA CALNAU,PTA - Aerian,PTA 0301 POSTA CALNAU,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE NORD,FORMATIA EXPLOATARE RETELE NORD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
7839,301,POGOANELE,PTA 0301 POGOANELE,DEER,,LEA 20 KV CARAGELE,Buzau,LEA 20 KV CARAGELE CE MT JT BUZAU+BUZAU SUD,51,PT,RET JT PTA 0301 POGOANELE,LES JT PTA 0301 POGOANELE,LEA JT PTA 0301 POGOANELE,PTA - Aerian,PTA 0301 POGOANELE,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE POGOANELE,FORMATIA EXPLOATARE POGOANELE,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
17257,301,PC 301 PENNY MARKET,PA PC 301 PENNY MARKET,DEER,,LEA 20 KV BERCA,Buzau,LEA 20 KV BERCA CE MT JT BUZAU NORD,9,PA,RET JT PA PC 301 PENNY MARKET,LES JT PTZ 0302 BLOCURI BERCA,LEA JT PTZ 0302 BLOCURI BERCA,,PA PC 301 PENNY MARKET,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE BERCA,FORMATIA EXPLOATARE RETELE BERCA,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
4081,302,BLOCURI PATARLAGELE,PTZ 0302 BLOCURI PATARLAGELE,DEER,,LES 20 KV FILATURA BZ,Buzau,LES 20 KV FILATURA BZ CE MT JT BUZAU+BUZAU SUD,2,PT,RET JT PTZ 0302 BLOCURI PATARLAGELE,LES JT PTZ 0302 BLOCURI PATARLAGELE,LEA JT PTZ 0302 BLOCURI PATARLAGELE,PTZ - Zidit,PTZ 0302 BLOCURI PATARLAGELE,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE PATARLAGELE,FORMATIA EXPLOATARE RETELE PATARLAGELE,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
4080,302,BLOCURI BERCA,PTZ 0302 BLOCURI BERCA,DEER,,LEA 20 KV BERCA,Buzau,LEA 20 KV BERCA CE MT JT BUZAU NORD,6,PT,RET JT PTZ 0302 BLOCURI BERCA,LES JT PTZ 0302 BLOCURI BERCA,LEA JT PTZ 0302 BLOCURI BERCA,PTZ - Zidit,PTZ 0302 BLOCURI BERCA,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE BERCA,FORMATIA EXPLOATARE RETELE BERCA,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
7840,302,CAPATANESTI_2,PTA 0302 CAPATANESTI_2,DEER,,LEA 20 KV BECENI,Buzau,LEA 20 KV BECENI CE MT JT BUZAU NORD,4,PT,RET JT PTA 0302 CAPATANESTI_2,,LEA JT PTA 0302 CAPATANESTI,PTA - Aerian,PTA 0302 CAPATANESTI_2,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE NORD,FORMATIA EXPLOATARE RETELE NORD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
4097,303,BLOCURI PATARLAGELE,PTZ 0303 BLOCURI PATARLAGELE,DEER,,LES 20 KV FILATURA BZ,Buzau,LES 20 KV FILATURA BZ CE MT JT BUZAU+BUZAU SUD,3,PT,RET JT PTZ 0303 BLOCURI PATARLAGELE,LES JT PTZ 0303 BLOCURI PATARLAGELE,LEA JT PTZ 0303 BLOCURI PATARLAGELE,PTZ - Zidit,PTZ 0303 BLOCURI PATARLAGELE,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE PATARLAGELE,FORMATIA EXPLOATARE RETELE PATARLAGELE,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
17126,303,GALBINASI,PTA 0303 GALBINASI,DEER,,LEA 20 KV CILIBIA,Buzau,LEA 20 KV CILIBIA CE MT JT BUZAU+BUZAU SUD,15,PT,RET JT PTA 0303 GALBINASI,,,PTA - Aerian,PTA 0303 GALBINASI,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
4096,303,BLOCURI BERCA,PTZ 0303 BLOCURI BERCA,DEER,,LEA 20 KV BERCA,Buzau,LEA 20 KV BERCA CE MT JT BUZAU NORD,8,PT,RET JT PTZ 0303 BLOCURI BERCA,LES JT PTZ 0303 BLOCURI BERCA,,PTZ - Zidit,PTZ 0303 BLOCURI BERCA,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE BERCA,FORMATIA EXPLOATARE RETELE BERCA,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
4116,304,PATARLAGELE,PTZ 0304 PATARLAGELE,DEER,,LES 20 KV FILATURA BZ,Buzau,LES 20 KV FILATURA BZ CE MT JT BUZAU+BUZAU SUD,4,PT,RET JT PTZ 0304 PATARLAGELE,LES JT PTZ 0304 PATARLAGELE,LEA JT PTZ 0304 PATARLAGELE,PTZ - Zidit,PTZ 0304 PATARLAGELE,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE PATARLAGELE,FORMATIA EXPLOATARE RETELE PATARLAGELE,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
17127,304,GALBINASI,PTA 0304 GALBINASI,DEER,,LEA 20 KV CILIBIA,Buzau,LEA 20 KV CILIBIA CE MT JT BUZAU+BUZAU SUD,16,PT,RET JT PTA 0304 GALBINASI,,,PTA - Aerian,PTA 0304 GALBINASI,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
4112,304,BLOCURI BERCA,PTZ 0304 BLOCURI BERCA,DEER,,LEA 20 KV BERCA,Buzau,LEA 20 KV BERCA CE MT JT BUZAU NORD,5,PT,RET JT PTZ 0304 BLOCURI BERCA,LES JT PTZ 0304 BLOCURI BERCA,,PTZ - Zidit,PTZ 0304 BLOCURI BERCA,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE BERCA,FORMATIA EXPLOATARE RETELE BERCA,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
7843,305,SMEESTI,PTA 0305 SMEESTI,DEER,,LEA 20 KV VINTILA VODA,Buzau,LEA 20 KV VINTILA VODA CE MT JT BUZAU NORD,5,PT,RET JT PTA 0305 SMEESTI,,LEA JT PTA 0305 SMEESTI,PTA - Aerian,PTA 0305 SMEESTI,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE BERCA,FORMATIA EXPLOATARE RETELE BERCA,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
4130,305,BLOCURI BERCA,PTZ 0305 BLOCURI BERCA,DEER,,LEA 20 KV BERCA,Buzau,LEA 20 KV BERCA CE MT JT BUZAU NORD,7,PT,RET JT PTZ 0305 BLOCURI BERCA,LES JT PTZ 0305 BLOCURI BERCA,LEA JT PTZ 0305 BLOCURI BERCA,PTZ - Zidit,PTZ 0305 BLOCURI BERCA,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE BERCA,FORMATIA EXPLOATARE RETELE BERCA,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
4146,306,BLOCURI BERCA,PTZ 0306 BLOCURI BERCA,DEER,,LEA 20 KV BERCA,Buzau,LEA 20 KV BERCA CE MT JT BUZAU NORD,4,PT,RET JT PTZ 0306 BLOCURI BERCA,LES JT PTZ 0306 BLOCURI BERCA,LEA JT PTZ 0306 BLOCURI BERCA,PTZ - Zidit,PTZ 0306 BLOCURI BERCA,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE BERCA,FORMATIA EXPLOATARE RETELE BERCA,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
7844,306,CARAGELE_1,PTA 0306 CARAGELE_1,DEER,,LEA 20 KV CARAGELE,Buzau,LEA 20 KV CARAGELE CE MT JT BUZAU+BUZAU SUD,15,PT,RET JT PTA 0306 CARAGELE_1,,LEA JT PTA 0306 CARAGELE,PTA - Aerian,PTA 0306 CARAGELE_1,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE POGOANELE,FORMATIA EXPLOATARE POGOANELE,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
4167,307,FMC MARA GRUP = CASAT 2019,PTZ 0307 FMC MARA GRUP = CASAT 2019,DEER,CASAT DIN 2019,LEA 20 KV SILOZ = DEFECTA,Buzau,LEA 20 KV SILOZ = DEFECTA CE MT JT BUZAU+BUZAU SUD,9999,PT,RET JT PTZ 0307 FMC MARA GRUP = CASAT,LES JT PTZ 0307 MARA GRUP,LEA JT PTZ 0307 MARA GRUP,PTZ - Zidit,PTZ 0307 FMC MARA GRUP = CASAT 2019,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE PATARLAGELE,FORMATIA EXPLOATARE RETELE PATARLAGELE,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
4165,307,BLOCURI BERCA,PTZ 0307 BLOCURI BERCA,DEER,,LEA 20 KV BERCA,Buzau,LEA 20 KV BERCA CE MT JT BUZAU NORD,3,PT,RET JT PTZ 0307 BLOCURI BERCA,LES JT PTZ 0307 BL  BERCA,,PTZ - Zidit,PTZ 0307 BLOCURI BERCA,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE BERCA,FORMATIA EXPLOATARE RETELE BERCA,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
7846,307,PLESI_2,PTA 0307 PLESI_2,DEER,,LEA 20 KV VINTILA VODA,Buzau,LEA 20 KV VINTILA VODA CE MT JT BUZAU NORD,61,PT,RET JT PTA 0307 PLESI_2,,LEA JT PTA 0307 PLESI,PTA - Aerian,PTA 0307 PLESI_2,CE MT JT Buzau+Buzau Sud,FORMATIA EXPLOATARE RETELE NORD,FORMATIA EXPLOATARE RETELE NORD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
7847,307,MIHAILESTI,PTA 0307 MIHAILESTI,DEER,PTA 0307 MIHAILESTI,LEA 20 KV GLODEANU SARAT,Buzau,LEA 20 KV GLODEANU SARAT CE MT JT BUZAU+BUZAU SUD,20,PT,RET JT PTA 0307 MIHAILESTI,,LEA JT PTA 0307 SAT NOU MIHAILESTI,PTA - Aerian,PTA 0307 MIHAILESTI,CE MT JT Buzau+Buzau Sud,FORMATIA SO SUD,FORMATIA SO SUD,CE MT JT Buzau,SDEE Buzau,SDEE Buzau,SDEE Buzau
